0;71
0;30
0;99
0;2
0;32
0;85
0;93
0;3
0;16
0;69
0;53
0;56
0;9
0;30
0;60
0;32
0;74
0;4
0;31
1;11
1;51
1;99
1;11
1;39
1;84
1;5
1;4
1;26
1;29
1;63
2;74
2;60
2;46
2;92
2;0
2;54
2;15
2;38
2;61
2;0
2;25
2;63
2;52
2;33
2;13
2;38
2;55
2;6
2;94
2;14
2;45
2;2
2;20
3;8
3;92
3;0
3;8
3;25
3;20
3;3
3;86
3;76
3;44
3;46
3;27
3;24
3;56
3;91
3;81
4;68
4;52
4;5
4;98
4;60
4;85
4;60
4;54
4;98
4;67
4;56
4;49
4;61
5;3
5;21
5;54
5;24
5;38
5;94
5;60
5;42
5;40
5;93
5;53
5;33
5;44
5;95
5;29
5;62
5;64
5;87
5;26
5;75
5;52
5;28
5;8
5;4
5;53
6;31
6;29
6;96
6;96
6;98
6;30
6;12
6;74
6;29
6;25
6;1
6;84
6;24
6;3
6;64
6;25
6;38
6;81
6;55
6;33
6;60
6;71
6;46
6;7
7;66
7;82
7;25
7;33
7;93
7;45
7;12
7;51
7;29
7;73
7;22
7;37
7;50
7;34
8;66
8;92
8;87
8;6
8;51
8;91
8;73
8;43
8;65
8;58
8;9
8;5
8;0
8;62
8;11
8;6
9;99
9;80
9;75
9;66
9;93
9;25
9;89
9;60
9;26
9;96
9;87
9;83
9;16
9;88
9;25
9;39
9;76
9;47
9;93
10;100
10;65
10;92
10;27
10;18
10;71
10;95
10;84
10;28
10;59
10;3
10;62
10;7
10;19
10;64
10;43
11;100
11;95
11;38
11;72
11;40
11;35
11;32
11;76
11;86
11;31
11;92
11;40
11;13
11;100
11;79
12;10
12;15
12;44
12;37
12;96
12;5
12;64
12;36
12;65
12;71
12;86
12;81
12;54
12;25
12;6
12;43
13;49
13;25
13;20
13;64
13;71
13;11
13;73
13;37
13;22
13;10
13;90
13;7
13;69
13;3
13;73
13;42
13;72
13;78
13;28
13;99
13;37
14;30
14;42
14;25
14;19
14;34
14;98
14;63
14;25
14;88
14;17
14;64
14;25
14;51
14;20
14;21
14;29
14;57
14;81
14;81
14;16
14;82
15;57
15;36
15;11
15;83
15;18
15;12
15;26
15;10
15;66
15;58
15;57
15;5
15;36
15;77
15;81
15;42
15;29
15;92
15;62
15;7
15;44
15;71
15;52
15;12
15;90
15;4
15;59
16;31
16;89
16;77
16;47
16;41
16;55
16;76
16;65
16;92
16;34
16;65
16;79
16;93
16;74
16;63
16;13
16;27
16;24
16;29
16;51
17;48
17;67
17;71
17;60
17;34
17;30
17;38
17;62
17;1
17;81
17;27
17;60
17;35
17;12
17;23
18;50
18;33
18;30
18;21
18;89
18;79
18;80
18;83
18;51
18;1
18;6
18;70
18;60
18;75
18;34
18;82
18;39
18;88
18;55
18;46
18;17
18;73
18;79
18;43
18;20
18;38
18;96
19;50
19;56
19;60
19;38
19;76
19;61
19;20
19;46
19;14
19;88
19;55
19;18
19;21
19;49
19;16
19;11
19;90
19;24
19;12
19;54
20;58
20;55
20;90
20;7
20;97
20;77
20;37
20;73
20;59
20;83
20;24
20;98
20;25
20;15
20;62
20;47
20;52
20;75
20;11
20;83
20;66
20;75
21;96
21;27
21;54
21;3
21;99
21;85
21;3
21;96
21;33
21;79
21;73
21;86
21;61
21;30
21;69
21;38
21;52
21;7
21;85
21;23
21;83
21;26
21;3
21;99
22;37
22;30
22;94
22;80
22;88
22;45
22;3
22;9
22;63
22;11
22;3
22;35
22;66
22;34
22;34
22;64
22;52
22;34
22;19
22;47
22;97
22;17
22;14
22;61
23;69
23;17
23;62
23;20
23;66
23;25
23;36
23;82
23;34
23;17
23;44
23;69
23;50
23;87
23;62
23;81
23;33
24;55
24;59
24;43
24;99
24;46
24;25
24;66
24;73
24;29
24;87
24;4
24;16
24;60
24;55
24;100
24;81
24;17
24;53
24;15
24;96
24;33
24;38
25;22
25;98
25;55
25;27
25;11
25;83
25;80
25;18
25;95
25;33
25;18
